song,song_type,film_name,year,language,lyricist,composer,singer
Jaa jaare jaa jaa paakhi,Nonfilm song,,1962,Bengali,Salil Chowdhury,Salil Chowdhury,Shyamal Mitra
Jodi kichhu aamaare sudhaao,Nonfilm song,,1963,Bengali,Salil Chowdhury,Salil Chowdhury,Shyamal Mitra
Dur noi beshi dur oi ,Nonfilm song,,1963,Bengali,Salil Chowdhury,Salil Chowdhury,Shyamal Mitra
Jaa jaak dhuey jaak muchhey jaak,Nonfilm song,,1969,Bengali,Salil Chowdhury,Salil Chowdhury,Shyamal Mitra
Dhin taak krur dhin taak,Nonfilm song,,1969,Bengali,Salil Chowdhury,Salil Chowdhury,Shyamal Mitra
Choley je jaay din din din ,Nonfilm song,,1970,Bengali,Salil Chowdhury,Salil Chowdhury,Shyamal Mitra
Ogo Surangana ,Nonfilm song,,1970,Bengali,Salil Chowdhury,Salil Chowdhury,Shyamal Mitra
Nijere haraaye khunji,Nonfilm song,,1961,Bengali,Salil Chowdhury,Salil Chowdhury,Madhuri Chattopadhyay
Ebaar aamaar samoy holo jabaar,Nonfilm song,,1961,Bengali,Salil Chowdhury,Salil Chowdhury,Madhuri Chattopadhyay
Ki aar kohibo balo,Nonfilm song,,1963,Bengali,Salil Chowdhury,Salil Chowdhury,Madhuri Chattopadhyay
Aaji soroter akaashey,Nonfilm song,,1963,Bengali,Salil Chowdhury,Salil Chowdhury,Madhuri Chattopadhyay
Oi je sobuj bono beethika,Nonfilm song,,1967,Bengali,Salil Chowdhury,Salil Chowdhury,Madhuri Chattopadhyay
Gun gun phaagun shesh holey,Nonfilm song,,1967,Bengali,Salil Chowdhury,Salil Chowdhury,Madhuri Chattopadhyay
Dhoronir pathey pathey,Nonfilm song,,1980,Bengali,Salil Chowdhury,Salil Chowdhury,Subir Sen
Odhikaar key kaake dei,Nonfilm song,,1981,Bengali,Salil Chowdhury,Salil Chowdhury,Subir Sen
Aar kichhu saraney nei,Nonfilm song,,1981,Bengali,Salil Chowdhury,Salil Chowdhury,Subir Sen
Kichhudin parey aar ,Nonfilm song,,1981,Bengali,Salil Chowdhury,Salil Chowdhury,Subir Sen
Jaani naa jaani na,Nonfilm song,,1981,Bengali,Salil Chowdhury,Salil Chowdhury,Subir Sen
Sukher Bandhan ,Nonfilm song,,1981,Bengali,Salil Chowdhury,Salil Chowdhury,Subir Sen
Kono bhaalo kobitaar duto ponkti daao,Nonfilm song,,1981,Bengali,Salil Chowdhury,Salil Chowdhury,Subir Sen
Aamaar jibon tarani,Nonfilm song,,1981,Bengali,Salil Chowdhury,Salil Chowdhury,Subir Sen
Dustoro paaraabaar,Nonfilm song,,1981,Bengali,Salil Chowdhury,Salil Chowdhury,Subir Sen
Paagol Haawaa,Nonfilm song,,1981,Bengali,Salil Chowdhury,Salil Chowdhury,Subir Sen
Taarpor jete jete ,Nonfilm song,,1990,Bengali,Salil Chowdhury,Salil Chowdhury,Saikat Mitra
Aar kono kathaa naa priye,Nonfilm song,,1990,Bengali,Salil Chowdhury,Salil Chowdhury,Saikat Mitra
Aaro dure jete hawbe,Nonfilm song,,1990,Bengali,Salil Chowdhury,Salil Chowdhury,Saikat Mitra
Puraano din puraano mon ,Nonfilm song,,1990,Bengali,Salil Chowdhury,Salil Chowdhury,Saikat Mitra
Aar kichhu nei balaar,Nonfilm song,,1990,Bengali,Salil Chowdhury,Salil Chowdhury,Saikat Mitra
Jete hobe durer nishanaay,Nonfilm song,,1990,Bengali,Salil Chowdhury,Salil Chowdhury,Saikat Mitra
Kotona kathaa chhilo,Nonfilm song,,1990,Bengali,Salil Chowdhury,Salil Chowdhury,Saikat Mitra
Aar koto din,Nonfilm song,,1990,Bengali,Salil Chowdhury,Salil Chowdhury,Saikat Mitra
Bhaalobaasi bolei bhaalobaasi boli na,Nonfilm song,,1983,Bengali,Salil Chowdhury,Salil Chowdhury,Haimanti Shukla
Eibaar sapner bandhan khullaam,Nonfilm song,,1983,Bengali,Salil Chowdhury,Salil Chowdhury,Haimanti Shukla
Jetey daao nodi hoye,Nonfilm song,,1990,Bengali,Salil Chowdhury,Salil Chowdhury,Haimanti Shukla
Sedin aar kato durey,Nonfilm song,,1990,Bengali,Salil Chowdhury,Salil Chowdhury,Haimanti Shukla
Sajano bondhu bhool bujhonaa,Nonfilm song,,1990,Bengali,Salil Chowdhury,Salil Chowdhury,Haimanti Shukla
Dey dey re sokhi chokhey nilaanjan,Nonfilm song,,1990,Bengali,Salil Chowdhury,Salil Chowdhury,Haimanti Shukla
Chanchal jhilmil pakhnaay,Nonfilm song,,1990,Bengali,Salil Chowdhury,Salil Chowdhury,Haimanti Shukla
Mon bon paakhi chandana,Nonfilm song,,1990,Bengali,Salil Chowdhury,Salil Chowdhury,Haimanti Shukla
Mon paakhirey,Nonfilm song,,1990,Bengali,Salil Chowdhury,Salil Chowdhury,Haimanti Shukla
"Aar naa, e bhaabe bhiruur moto",Nonfilm song,,1990,Bengali,Salil Chowdhury,Salil Chowdhury,Haimanti Shukla
Phagun ke daaklaam,Nonfilm song,,1981,Bengali,Salil Chowdhury,Salil Chowdhury,Arundhoti Hom-Chowdhury
PoDey thaak pichhey ei gaan,Nonfilm song,,1981,Bengali,Salil Chowdhury,Salil Chowdhury,Arundhoti Hom-Chowdhury
Jhilik jhilik karey,Nonfilm song,,1981,Bengali,Salil Chowdhury,Salil Chowdhury,Arundhoti Hom-Chowdhury
Ke jaabi aay,Nonfilm song,,1981,Bengali,Salil Chowdhury,Salil Chowdhury,Arundhoti Hom-Chowdhury
Tumi jodi nodi hotey,Nonfilm song,,1982,Bengali,Salil Chowdhury,Salil Chowdhury,Arundhoti Hom-Chowdhury
Jhim jhim jhim dupurey,Nonfilm song,,1982,Bengali,Salil Chowdhury,Salil Chowdhury,Arundhoti Hom-Chowdhury
Chanchal sonali paakhnaay,Nonfilm song,,1982,Bengali,Salil Chowdhury,Salil Chowdhury,Arundhoti Hom-Chowdhury
 Kano ghoom aasey naa,Nonfilm song,,1982,Bengali,Salil Chowdhury,Salil Chowdhury,Arundhoti Hom-Chowdhury
Ore sorono nodir paarey,Nonfilm song,,1986,Bengali,Salil Chowdhury,Salil Chowdhury,Arundhoti Hom-Chowdhury
Elo re ,Nonfilm song,,1986,Bengali,Salil Chowdhury,Salil Chowdhury,Arundhoti Hom-Chowdhury
O sujon naiyaa ,Nonfilm song,,1986,Bengali,Salil Chowdhury,Salil Chowdhury,Arundhoti Hom-Chowdhury
Aar bujhite paarinaa ,Nonfilm song,,1986,Bengali,Salil Chowdhury,Salil Chowdhury,Arundhoti Hom-Chowdhury
Mon maataal ,Nonfilm song,,1986,Bengali,Salil Chowdhury,Salil Chowdhury,Arundhoti Hom-Chowdhury
Sahosa agaami diner sapno ,Nonfilm song,,1990,Bengali,Salil Chowdhury,Salil Chowdhury,Arundhoti Hom-Chowdhury
O monke bendhe dhore,Nonfilm song,,1990,Bengali,Salil Chowdhury,Salil Chowdhury,Arundhoti Hom-Chowdhury
Sudure sudure chena chena,Nonfilm song,,1990,Bengali,Salil Chowdhury,Salil Chowdhury,Arundhoti Hom-Chowdhury
Ore o sujon maajhi,Nonfilm song,,1990,Bengali,Salil Chowdhury,Salil Chowdhury,Arundhoti Hom-Chowdhury
Odhikaar key kaake dei,Nonfilm song,,1990,Bengali,Salil Chowdhury,Salil Chowdhury,Arundhoti Hom-Chowdhury
Aar ki bolbo,Nonfilm song,,1990,Bengali,Salil Chowdhury,Salil Chowdhury,Arundhoti Hom-Chowdhury
Aar dur nei,Nonfilm song,,1990,Bengali,Salil Chowdhury,Salil Chowdhury,Arundhoti Hom-Chowdhury
Jokhon asojjha hoy,Nonfilm song,,1990,Bengali,Salil Chowdhury,Salil Chowdhury,Arundhoti Hom-Chowdhury
Chole je jaay din,Nonfilm song,,1990,Bengali,Salil Chowdhury,Salil Chowdhury,Arundhoti Hom-Chowdhury
Ujjal Ak jhaank paayra ,Nonfilm song,,1953,Bengali,Salil Chowdhury,Salil Chowdhury,Sandhya Mukherjee
Aay bristi Jhempey,Nonfilm song,,1953,Bengali,Salil Chowdhury,Salil Chowdhury,Sandhya Mukherjee
Jaare jaa phire jaa,Nonfilm song,,1966,Bengali,Salil Chowdhury,Salil Chowdhury,Sandhya Mukherjee
Gungun mon bhromoraa,Nonfilm song,,1966,Bengali,Salil Chowdhury,Salil Chowdhury,Sandhya Mukherjee
Jibone jaa kichhu chhilo,Nonfilm song,,1967,Bengali,Salil Chowdhury,Salil Chowdhury,Sandhya Mukherjee
Jodi naam dhore taarey daaki,Nonfilm song,,1967,Bengali,Salil Chowdhury,Salil Chowdhury,Sandhya Mukherjee
Godhulir shaanto chhayaay,Nonfilm song,,1970,Bengali,Salil Chowdhury,Salil Chowdhury,Sandhya Mukherjee
Key jano pather maajhe,Nonfilm song,,1970,Bengali,Suhas Chowdhury,Salil Chowdhury,Sandhya Mukherjee
Guru guru guru megh garojey,Nonfilm song,,1970,Bengali,Salil Chowdhury,Salil Chowdhury,Sandhya Mukherjee
Sajani go kathaa shono,Nonfilm song,,1969,Bengali,Salil Chowdhury,Salil Chowdhury,Sandhya Mukherjee
Gaa gaa re paakhi gaa,Nonfilm song,,1969,Bengali,Salil Chowdhury,Salil Chowdhury,Sandhya Mukherjee
Gahano raati ghanaay,Nonfilm song,,1971,Bengali,Salil Chowdhury,Salil Chowdhury,Sandhya Mukherjee
Sajani go sajani din rajoni,Nonfilm song,,1971,Bengali,Salil Chowdhury,Salil Chowdhury,Sandhya Mukherjee
Kichhu aar kohibo naa,Nonfilm song,,1973,Bengali,Salil Chowdhury,Salil Chowdhury,Sandhya Mukherjee
O neel neel paakhi,Nonfilm song,,1973,Bengali,Salil Chowdhury,Salil Chowdhury,Sandhya Mukherjee
Amaar kichhu moner aasha,Nonfilm song,,1953,Bengali,Salil Chowdhury,Salil Chowdhury,Utpala Sen
Prantarero gaan amaar,Nonfilm song,,1953,Bengali,Salil Chowdhury,Salil Chowdhury,Utpala Sen
Brishti parey tapur tupur,Nonfilm song,,1954,Bengali,Salil Chowdhury,Salil Chowdhury,Hiralal Sarkhel
Iskaboner deshey,Nonfilm song,,1954,Bengali,Salil Chowdhury,Salil Chowdhury,Bani Ghosal
Teler shishi bhaanglo boley ,Nonfilm song,,1954,Bengali,Salil Chowdhury,Salil Chowdhury,Bani Ghosal
Ghoom aay re aay,Nonfilm song,,1955,Bengali,Salil Chowdhury,Salil Chowdhury,Protima Bandopadhyay
Naao gaan bhorey,Nonfilm song,,1955,Bengali,Salil Chowdhury,Salil Chowdhury,Protima Bandopadhyay
Ebaar aami amaar thekey,Nonfilm song,,1961,Bengali,Salil Chowdhury,Salil Chowdhury,Sachin Gupta
Jaani naa jaani naa,Nonfilm song,,1961,Bengali,Salil Chowdhury,Salil Chowdhury,Sachin Gupta
"Jodi jaante, O tumi jaante",Nonfilm song,,1962,Bengali,Salil Chowdhury,Salil Chowdhury,Manabendra Mukhopadhyay
Aami paarini bujhite paarini,Nonfilm song,,1962,Bengali,Salil Chowdhury,Salil Chowdhury,Manabendra Mukhopadhyay
Paagol hawaa,Nonfilm song,,1962,Bengali,Salil Chowdhury,Salil Chowdhury,Jatileshwar Mukhopadhyay
Aamaar e jibone sudhu,Nonfilm song,,1962,Bengali,Salil Chowdhury,Salil Chowdhury,Jatileshwar Mukhopadhyay
Bhaangaa gharey o baroshaa,Nonfilm song,,1962,Bengali,Salil Chowdhury,Salil Chowdhury,Bishnupada Das
Mon moyur ponkhi,Nonfilm song,,1963,Bengali,Salil Chowdhury,Salil Chowdhury,Bishnupada Das
E mon more jaani na,Nonfilm song,,1963,Bengali,Salil Chowdhury,Salil Chowdhury,Nirmala Misra
Aamaar e bedon maajhe,Nonfilm song,,1963,Bengali,Salil Chowdhury,Salil Chowdhury,Nirmala Misra
Gun gun gun gun mon bhromoraa,Nonfilm song,,1963,Bengali,Salil Chowdhury,Salil Chowdhury,Krishna Chattopadhyay
Kaachhey thekey bhuley gachhey,Nonfilm song,,1963,Bengali,Salil Chowdhury,Salil Chowdhury,Krishna Chattopadhyay
Antabiheen ei andha raater sesh,Nonfilm song,,1963,Bengali,Salil Chowdhury,Salil Chowdhury,Dhananjoy Bhattyacharya
Jhanana jhanana,Nonfilm song,,1963,Bengali,Salil Chowdhury,Salil Chowdhury,Dhananjoy Bhattyacharya
"Sunayoni,Sunayoni aar e pathey",Nonfilm song,,1967,Bengali,Salil Chowdhury,Salil Chowdhury,Nirmalendu Chowdhury
Jhar jhar more ,Nonfilm song,,1967,Bengali,Salil Chowdhury,Salil Chowdhury,Biswajeet
Jhir jhir jhir jhir jhare,Nonfilm song,,1967,Bengali,Salil Chowdhury,Salil Chowdhury,Biswajeet
Jay jaay din,Nonfilm song,,1969,Bengali,Salil Chowdhury,Salil Chowdhury,Biswajeet
Baaje jhanana jhanan,Nonfilm song,,1969,Bengali,Salil Chowdhury,Salil Chowdhury,Biswajeet
Jhunjhun moinaa naacho na,Nonfilm song,,1968,Bengali,Salil Chowdhury,Salil Chowdhury,Mukesh
Mon mataal,Nonfilm song,,1968,Bengali,Salil Chowdhury,Salil Chowdhury,Mukesh
Shudhu tomaari jonney,Nonfilm song,,1969,Bengali,Salil Chowdhury,Salil Chowdhury,Manas Mukherjee
Champaaboti ogo kanyaa,Nonfilm song,,1969,Bengali,Salil Chowdhury,Salil Chowdhury,Manas Mukherjee
Eso kaachhe boso,Nonfilm song,,1971,Bengali,Salil Chowdhury,Salil Chowdhury,Tarun Bandopadhyay
Aar deri nei aami aashchhi,Nonfilm song,,1971,Bengali,Salil Chowdhury,Salil Chowdhury,Tarun Bandopadhyay
Aami cholte cholte theme gechhi,Nonfilm song,,1972,Bengali,Salil Chowdhury,Salil Chowdhury,Pintu Bhattacharya
Ogo amaar kuntalini priye,Nonfilm song,,1972,Bengali,Salil Chowdhury,Salil Chowdhury,Pintu Bhattacharya
Emni chirodin to kobhu jaayna,Nonfilm song,,1973,Bengali,Salil Chowdhury,Salil Chowdhury,Anup Ghosal
Haay phaguno din,Nonfilm song,,1973,Bengali,Salil Chowdhury,Salil Chowdhury,Anup Ghosal
Aakaash kusum diye aami,Nonfilm song,,1976,Bengali,Salil Chowdhury,Salil Chowdhury,Ranu Mukhopadhyay
Kuheli raat aka aka,Nonfilm song,,1976,Bengali,Salil Chowdhury,Salil Chowdhury,Ranu Mukhopadhyay
Doore prantore,Nonfilm song,,1976,Bengali,Salil Chowdhury,Salil Chowdhury,Usha Mangeshkar
Jaa jaa re gaaner paakhi jaare,Nonfilm song,,1976,Bengali,Salil Chowdhury,Salil Chowdhury,Usha Mangeshkar
Bolo ki kore bojhaai,Nonfilm song,,1977,Bengali,Salil Chowdhury,Salil Chowdhury,Usha Mangeshkar
O phooler dal,Nonfilm song,,1977,Bengali,Salil Chowdhury,Salil Chowdhury,Usha Mangeshkar
Ei roko prithibeer gaarita thamaao,Nonfilm song,,1978,Bengali,Salil Chowdhury,Salil Chowdhury,Salil Chowdhury
Aar deri noy,Nonfilm song,,1978,Bengali,Salil Chowdhury,Salil Chowdhury,Pankaj Mitra
O bhaai re bhaai,Nonfilm song,,1978,Bengali,Salil Chowdhury,Salil Chowdhury,Pankaj Mitra
Ki holo chaand kano,Nonfilm song,,1980,Bengali,Salil Chowdhury,Salil Chowdhury,Tarun Bandopadhyay
Ei jibon emni korey,Nonfilm song,,1980,Bengali,Salil Chowdhury,Salil Chowdhury,Tarun Bandopadhyay
Kano mon kamon kamon,Nonfilm song,,1982,Bengali,Salil Chowdhury,Salil Chowdhury,Banashree Sengupta
Ei to pher elaam,Nonfilm song,,1982,Bengali,Salil Chowdhury,Salil Chowdhury,Banashree Sengupta
Akbaar duibaar ,Nonfilm song,,1982,Bengali,Salil Chowdhury,Salil Chowdhury,Banashree Sengupta
Mon mon mon thakataai jantrona,Nonfilm song,,1982,Bengali,Salil Chowdhury,Salil Chowdhury,Banashree Sengupta
Swaraswatee nodi tirey,Nonfilm song,,1982,Bengali,Salil Chowdhury,Salil Chowdhury,Kartrtik & Basanta
Naam taar mollikaa,Nonfilm song,,1982,Bengali,Salil Chowdhury,Salil Chowdhury,Kartrtik & Basanta
Taalpukurey aagoon legey,Nonfilm song,,1982,Bengali,Salil Chowdhury,Salil Chowdhury,Kartrtik & Basanta
Ohe nandalaal,Nonfilm song,,1982,Bengali,Salil Chowdhury,Salil Chowdhury,Kartrtik & Basanta
Chole je jaay din,Nonfilm song,,1982,Bengali,Salil Chowdhury,Salil Chowdhury,Sunanda Mukherjee
Ei Jibon,Nonfilm song,,1982,Bengali,Salil Chowdhury,Salil Chowdhury,Suparna Guha
"Aar naa, e bhaabe bhirur moto",Nonfilm song,,1982,Bengali,Salil Chowdhury,Salil Chowdhury,Suparna Guha
Swadeshey bideshey,Nonfilm song,,1983,Bengali,Salil Chowdhury,Salil Chowdhury,Gautam Dasgupta
Jodi na aastey bhaalobaastey,Nonfilm song,,1983,Bengali,Salil Chowdhury,Salil Chowdhury,Gautam Dasgupta
Ei pather sesh kothaay,Nonfilm song,,1983,Bengali,Salil Chowdhury,Salil Chowdhury,Gautam Dasgupta
Kotobaar chhondo bodlaabey,Nonfilm song,,1983,Bengali,Salil Chowdhury,Salil Chowdhury,Gautam Dasgupta
Ei haashi ei gaan,Nonfilm song,,1995,Bengali,Salil Chowdhury,Salil Chowdhury,Usha Utthup
O maajhi bhaiyo,Nonfilm song,,1995,Bengali,Salil Chowdhury,Salil Chowdhury,Usha Utthup
,,,,,,,
,,SALIL AS A LYRICIST,,,,,
,,,,,,,
Tumi aamaar na gaaoaa gaan,Nonfilm song,,,Bengali,Salil Chowdhury,Western,"Tarun Bandopadhyay, Sanat Banerjee, Geeta Mukherjee & others"
Tumi kothaay,Nonfilm song,,,Bengali,Salil Chowdhury,Western,Tarun Bandopadhyay
Champaa aamaar ogo sono,Nonfilm song,,,Bengali,Salil Chowdhury,Sudhin Dasgupta,Tarun Bandopadhyay
Aandhaare lekhey gaan,Nonfilm song,,,Bengali,Salil Chowdhury,Nachiketa Ghosh,Sabita Banerjee
Sonaay dheke anga,Nonfilm song,,,Bengali,Salil Chowdhury,Kanu Ghosh,Geeta Dutta
Jaaknaa muchhey jaak,Nonfilm song,,,Bengali,Salil Chowdhury,Kanu Ghosh,Geeta Dutta
Oi path durey ,Nonfilm song,,,Bengali,Salil Chowdhury,Hridaynath Mangeshkar,Asha Bhonsle
Jibono gaan ,Nonfilm song,,,Bengali,Salil Chowdhury,Hridaynath Mangeshkar,Asha Bhonsle
"De dol dol dol
",Nonfilm song,,,Bengali,Salil Chowdhury,Hridaynath Mangeshkar,Hemanta Mukherjee & Lata Mangeshkar
Ogo maa gangaa  ,Nonfilm song,,,Bengali,Salil Chowdhury,Hridaynath Mangeshkar,Lata Mangeshkar
Baadol kaalo ghirlo go,Nonfilm song,,,Bengali,Salil Chowdhury,Hridaynath Mangeshkar,Lata Mangeshkar
Saade saatkoti bangaalir,Nonfilm song,,,Bengali,Salil Chowdhury,Kanu Ghosh,Manna Dey
O bhaai re bhaai,Nonfilm song,,,Bengali,Salil Chowdhury,Kanu Ghosh,Manna Dey
E din to jaabe naa,Nonfilm song,,,Bengali,Salil Chowdhury,Hridaynath Mangeshkar,Lata Mangeshkar
Naao go maa phool naao,Nonfilm song,,,Bengali,Salil Chowdhury,Hridaynath Mangeshkar,Lata Mangeshkar
Ogo Saathi,Nonfilm song,,,Bengali,Salil Chowdhury,Shyamal Mitra,Shyamal Mitra & Sulakshana Pandit
Jhanana jhanana baaje,Nonfilm song,,,Bengali,Salil Chowdhury,Sanjoy Chowdhury,Antara Chowdhury
Jaay ude mon,Nonfilm song,,,Bengali,Salil Chowdhury,Sanjoy Chowdhury,Antara Chowdhury
Meghe meghe,Nonfilm song,,,Bengali,Salil Chowdhury,Sanjoy Chowdhury,Antara Chowdhury
Dhoroniro parapaarey,Nonfilm song,,,Bengali,Salil Chowdhury,Sanjoy Chowdhury,Antara Chowdhury
Chal maajhi,Nonfilm song,,,Bengali,Salil Chowdhury,Sanjoy Chowdhury,Antara Chowdhury & Sabita Chowdhury
Kaamini kanya tumi,Nonfilm song,,,Bengali,Salil Chowdhury,Sanjoy Chowdhury,Antara Chowdhury & Partho Ghosh
Jodi tumi,Nonfilm song,,,Bengali,Salil Chowdhury,Sanjoy Chowdhury,Antara Chowdhury & Sanchari Chowdhury
Jaaninaa Kano,Nonfilm song,,,Bengali,Salil Chowdhury,Sanjoy Chowdhury,Antara Chowdhury
Eso Bosonaa,Nonfilm song,,,Bengali,Salil Chowdhury,Sanjoy Chowdhury,Antara Chowdhury & Sanchari Chowdhury
Puraano Katonaa,Nonfilm song,,,Bengali,Salil Chowdhury,Sanjoy Chowdhury,Antara Chowdhury
,,,,,,,
,RAMMYAGEETI (All INDIA RADIO SONGS),,,,,,
,,,,,,,
Bangla maago santander laho go pronam,Nonfilm song,,1978,Bengali,Salil Chowdhury,Salil Chowdhury,"Dwijen, Sabia & Chorus"
Guru guru megh garaje,Nonfilm song,,1970,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
Ogo Surangana,Nonfilm song,,1971,Bengali,Salil Chowdhury,Salil Chowdhury,Shyamal Mitra
Chole je jaay din,Nonfilm song,,1971,Bengali,Salil Chowdhury,Salil Chowdhury,Shyamal Mitra
Ke jano pather majhe phelechhilo phool,Nonfilm song,,1970,Bengali,Suhas Chowdhury,Salil Chowdhury,Sandhya Mukherjee
Godhuli shanto chhayaa,Nonfilm song,,1970,Bengali,Salil Chowdhury,Salil Chowdhury,Sandhya Mukherjee
Koto ritu aasey jaay,Nonfilm song,,1970,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
Moynamotir gnaa,Nonfilm song,,1971,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
Sur khunchhi,Nonfilm song,,1971,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
Ke dheu jagaale aaj,Nonfilm song,,1970,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
O mon uthali pathali,Nonfilm song,,1971,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
Du chokhe aashaar nodi chhalchhal,Nonfilm song,,1986,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
Jaare jaare boroshare,Nonfilm song,,1980,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
Kichhu kichhu katha aachhe kowaa jaay naa,Nonfilm song,,1961,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
Kichhu jeno bhaalo naahi laage,Nonfilm song,,1961,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita CHowdhury
Aami sabaar aage maanush,Nonfilm song,,1970,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
Naa naa naa naa jeo naa jeo naa chole,Nonfilm song,,1970,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
Kano e mon amon kamon kare,Nonfilm song,,1965,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
Tumi akhon aamaar mone,Nonfilm song,,1962,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
Ei desh ei desh,Nonfilm song,,1972,Bengali,Salil Chowdhury,Salil Chowdhury,"Manna Dey, Sabita and Chorus"
Jhankaro jhankaro rudrobeenaa,Nonfilm song,,1977,Bengali,Salil Chowdhury,Salil Chowdhury,Chorus
Gowrishringo tulechhe shir,Nonfilm song,,1977,Bengali,Salil Chowdhury,Salil Chowdhury,Chorus
Shudhu tomaari jonno,Nonfilm song,,1971,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
Holud gaandaar phool,Nonfilm song,,1957,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
Aaj shoroter aalor baanshi,Nonfilm song,,1978,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
Jhilmil jhilmil,Nonfilm song,,1978,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury & Chorus
Mon mayuri,Nonfilm song,,1970,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
Raat kuheli chhoraano,Nonfilm song,,1965,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
Antara mandire,Nonfilm song,,1968,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
Aami cholte cholte theme gechhi,Nonfilm song,,1968,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
Aamaar protibaader aashaa,Nonfilm song,,1977,Bengali,Salil Chowdhury,Salil Chowdhury,Chorus
Dure dure theko naa go,Nonfilm song,,1980,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
Nomi surjo nomi jabajusumo,Nonfilm song,,1990,Bengali,Ananda Mukhopadhyay,Salil Chowdhury,Sabita Chowdhury
Tomaar khaataar shesher paataay,Nonfilm song,,1991,Bengali,Salil Chowdhury,Salil Chowdhury,Antara Chowdhury
Tomaar maalaa theke akraashi phool niye,Nonfilm song,,1990,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
Ki jaani kano mon uthali pathali kare emon,Nonfilm song,,1985,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
Jege jege swapna dekhar din chhilo,Nonfilm song,,1984,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
Protidin protikkhon,Nonfilm song,,1983,Bengali,Salil Chowdhury,Salil Chowdhury,Sabita Chowdhury
Uttor jaar mowno shikhor dokkhine kallol,Nonfilm song,,1980,Bengali,Salil Chowdhury,Probir Majumdar,Manobendra Mukhopadhyay
Swadesh aamaar swapno aamaar,Nonfilm song,,1980,Bengali,Salil Chowdhury,Abhijit Banerjee,Dwijen Mukherjee
Kashmir punjab hindu rajasthan,Nonfilm song,,1982,Bengali,Salil Chowdhury,Abhijit Banerjee,Hemanta Mukherjee
,,,,,,,
,JINGLES,,,,,,
,,,,,,,
Pocketmaar,Nonfilm song,,,Bengali,,Salil Chowdhury,
Paludrin,Nonfilm song,,,Bengali,,Salil Chowdhury,
Paludrin,Nonfilm song,,,Hindi,,Salil Chowdhury,
Chaa,Nonfilm song,,,Bengali,,Salil Chowdhury,
Chaay,Nonfilm song,,,Hindi,,Salil Chowdhury,
Rexona,Nonfilm song,,,Hindi,,Salil Chowdhury,Geeta Dutt
,,,,,,,
,NONFILM SONGS IN OTHER LANGUAGES,,,,,,
,,,,,,,
Tu zinda hai to zindagi ,Nonfilm song,,1954,Hindi,Shailendra,Salil Chowdhury,Bombay Youth Choir
Ab machal uthhaa hai dariya,Nonfilm song,,1955,Hindi,Govind Munshi,Salil Chowdhury,Satinath Mukhopadhyay
Taare Daaman,Nonfilm song,,1965,Hindi,Gulzar,Salil Chowdhury,Sabita Chowdhury
Jaane kyaa sochkar,Nonfilm song,,1965,Hindi,Gulzar,Salil Chowdhury,Sabita Chowdhury
O phagun re utolaa baa,Nonfilm song,,1966,Assameese,Anuradha Das,Salil Chowdhury,Sabita Chowdhury
Phagun tomaak,Nonfilm song,,1966,Assameese,Anuradha Das,Salil Chowdhury,Sabita Chowdhury
O kapu pahi,Nonfilm song,,1966,Assameese,Phoni Majumdar,Salil Chowdhury,Sabita Chowdhury
Mon Possuaar,Nonfilm song,,1966,Assameese,Phoni Majumdar,Salil Chowdhury,Sabita Chowdhury
Wo din hai kitnaa duur,Nonfilm song,,1982,Hindi,Yogesh,Salil Chowdhury,Chorus
Saathi ab milke chalo,Nonfilm song,,1982,Hindi,Yogesh,Salil Chowdhury,Chorus
Zindagi juaa hai,Nonfilm song,,1982,Hindi,Yogesh,Salil Chowdhury,Kishore Kumar
